Date,Time,Open,High,Low,Close,Volume,OpenInterest
2006-01-02,12:10:00,3598.15,3598.57,3597.74,3597.96,0,0
2006-01-02,12:15:00,3598.24,3599.13,3597.75,3598.77,0,0
2006-01-02,12:20:00,3598.62,3600.24,3598.62,3600.24,0,0
2006-01-02,12:25:00,3600.31,3600.78,3599.95,3599.98,0,0
2006-01-02,12:30:00,3599.83,3600.05,3599.54,3599.79,0,0
2006-01-02,12:35:00,3599.77,3599.99,3598.90,3599.00,0,0
2006-01-02,12:40:00,3599.02,3599.31,3598.63,3598.76,0,0
2006-01-02,12:45:00,3598.88,3599.38,3598.31,3598.77,0,0
2006-01-02,12:50:00,3598.68,3598.91,3596.95,3596.95,0,0
2006-01-02,12:55:00,3596.84,3597.19,3596.21,3596.22,0,0
2006-01-02,13:00:00,3596.19,3596.85,3596.07,3596.85,0,0
2006-01-02,13:05:00,3596.73,3596.93,3596.24,3596.42,0,0
2006-01-02,13:10:00,3596.32,3596.32,3595.69,3595.84,0,0
2006-01-02,13:15:00,3595.85,3596.15,3595.27,3595.63,0,0
2006-01-02,13:20:00,3596.02,3596.02,3595.47,3595.59,0,0
2006-01-02,13:25:00,3595.55,3595.76,3595.25,3595.31,0,0
2006-01-02,13:30:00,3595.17,3596.48,3595.15,3596.40,0,0
2006-01-02,13:35:00,3596.30,3596.30,3595.16,3595.16,0,0
2006-01-02,13:40:00,3595.29,3595.30,3594.60,3595.30,0,0
2006-01-02,13:45:00,3595.09,3595.36,3594.73,3595.31,0,0
2006-01-02,13:50:00,3595.28,3595.37,3594.59,3594.93,0,0
2006-01-02,13:55:00,3595.20,3595.36,3594.59,3594.74,0,0
2006-01-02,14:00:00,3594.85,3595.11,3594.45,3594.79,0,0
2006-01-02,14:05:00,3594.88,3595.19,3594.28,3594.55,0,0
2006-01-02,14:10:00,3594.71,3594.71,3593.58,3593.99,0,0
2006-01-02,14:15:00,3593.92,3594.90,3593.73,3594.78,0,0
2006-01-02,14:20:00,3594.37,3595.17,3594.15,3594.15,0,0
2006-01-02,14:25:00,3594.02,3594.80,3594.00,3594.31,0,0
2006-01-02,14:30:00,3594.67,3595.51,3594.67,3595.51,0,0
2006-01-02,14:35:00,3595.50,3595.64,3594.96,3595.44,0,0
2006-01-02,14:40:00,3595.59,3595.87,3595.25,3595.52,0,0
2006-01-02,14:45:00,3595.73,3596.29,3595.19,3595.47,0,0
2006-01-02,14:50:00,3595.48,3596.15,3595.39,3595.62,0,0
2006-01-02,14:55:00,3595.55,3596.45,3595.55,3596.45,0,0
2006-01-02,15:00:00,3596.53,3596.55,3595.43,3596.52,0,0
2006-01-02,15:05:00,3596.36,3596.51,3595.80,3596.33,0,0
2006-01-02,15:10:00,3596.12,3596.63,3595.92,3596.63,0,0
2006-01-02,15:15:00,3596.36,3596.65,3596.19,3596.65,0,0
2006-01-02,15:20:00,3596.53,3599.13,3596.12,3598.90,0,0
2006-01-02,15:25:00,3599.07,3599.68,3598.47,3599.68,0,0
2006-01-02,15:30:00,3599.64,3599.73,3599.00,3599.67,0,0
2006-01-02,15:35:00,3599.61,3600.29,3599.52,3599.92,0,0
2006-01-02,15:40:00,3599.96,3602.06,3599.76,3602.05,0,0
2006-01-02,15:45:00,3601.97,3602.07,3601.45,3601.83,0,0
2006-01-02,15:50:00,3601.74,3602.80,3601.63,3602.80,0,0
2006-01-02,15:55:00,3602.53,3602.74,3602.33,3602.61,0,0
2006-01-02,16:00:00,3602.58,3602.75,3601.81,3602.14,0,0
2006-01-02,16:05:00,3602.16,3602.16,3600.86,3600.96,0,0
2006-01-02,16:10:00,3601.20,3601.49,3600.94,3601.27,0,0
2006-01-02,16:15:00,3601.47,3601.69,3600.37,3600.69,0,0
2006-01-02,16:20:00,3600.39,3600.68,3600.13,3600.50,0,0
2006-01-02,16:25:00,3600.91,3602.05,3600.91,3601.82,0,0
2006-01-02,16:30:00,3601.87,3602.18,3601.40,3602.04,0,0
2006-01-02,16:35:00,3602.25,3603.07,3601.88,3603.07,0,0
2006-01-02,16:40:00,3603.06,3603.93,3602.53,3603.93,0,0
2006-01-02,16:45:00,3603.36,3603.62,3603.14,3603.42,0,0
2006-01-02,16:50:00,3603.16,3603.87,3602.97,3603.28,0,0
2006-01-02,16:55:00,3603.48,3603.48,3602.06,3602.06,0,0
2006-01-02,17:00:00,3602.38,3603.07,3601.99,3602.56,0,0
2006-01-02,17:05:00,3602.50,3603.93,3602.25,3603.81,0,0
2006-01-02,17:10:00,3603.87,3604.12,3603.41,3604.11,0,0
2006-01-02,17:15:00,3603.96,3603.96,3602.89,3603.79,0,0
2006-01-02,17:20:00,3603.94,3605.95,3603.87,3603.91,0,0
2006-01-02,17:25:00,3604.00,3604.76,3603.85,3604.64,0,0
2006-01-02,17:30:00,3604.06,3604.41,3603.95,3604.33,0,0
2006-01-03,09:05:00,3604.08,3609.60,3604.08,3609.60,0,0
2006-01-03,09:10:00,3610.34,3617.31,3610.34,3617.31,0,0
2006-01-03,09:15:00,3617.61,3617.87,3616.03,3617.51,0,0
2006-01-03,09:20:00,3617.24,3618.86,3616.09,3618.42,0,0
2006-01-03,09:25:00,3618.36,3623.31,3618.36,3623.23,0,0
2006-01-03,09:30:00,3623.57,3625.02,3622.00,3623.99,0,0
2006-01-03,09:35:00,3623.91,3628.72,3623.61,3628.22,0,0
2006-01-03,09:40:00,3627.92,3631.61,3627.92,3631.35,0,0
2006-01-03,09:45:00,3630.88,3630.88,3628.69,3628.69,0,0
2006-01-03,09:50:00,3628.86,3629.09,3627.27,3628.61,0,0
2006-01-03,09:55:00,3628.41,3631.13,3628.41,3630.43,0,0
2006-01-03,10:00:00,3630.32,3630.97,3629.28,3630.97,0,0
2006-01-03,10:05:00,3631.34,3633.33,3631.34,3632.30,0,0
2006-01-03,10:10:00,3632.14,3632.29,3630.88,3631.50,0,0
2006-01-03,10:15:00,3631.47,3631.78,3630.82,3631.78,0,0
2006-01-03,10:20:00,3631.60,3633.50,3631.60,3633.34,0,0
2006-01-03,10:25:00,3633.43,3635.74,3633.43,3634.70,0,0
2006-01-03,10:30:00,3634.30,3635.36,3634.25,3635.04,0,0
2006-01-03,10:35:00,3634.63,3635.29,3634.26,3635.08,0,0
2006-01-03,10:40:00,3634.96,3634.96,3634.09,3634.28,0,0
2006-01-03,10:45:00,3634.76,3636.48,3634.60,3636.25,0,0
2006-01-03,10:50:00,3636.54,3637.72,3636.25,3637.00,0,0
2006-01-03,10:55:00,3636.57,3636.57,3634.30,3634.30,0,0
2006-01-03,11:00:00,3634.18,3635.82,3633.60,3635.70,0,0
2006-01-03,11:05:00,3635.70,3638.13,3635.65,3637.15,0,0
2006-01-03,11:10:00,3637.30,3638.42,3636.86,3637.30,0,0
2006-01-03,11:15:00,3636.91,3637.38,3636.45,3636.79,0,0
2006-01-03,11:20:00,3636.45,3636.63,3634.98,3634.98,0,0
2006-01-03,11:25:00,3635.04,3636.40,3634.74,3636.38,0,0
2006-01-03,11:30:00,3636.26,3636.65,3636.01,3636.47,0,0
2006-01-03,11:35:00,3636.37,3637.44,3635.72,3635.72,0,0
2006-01-03,11:40:00,3635.54,3635.89,3635.14,3635.40,0,0
2006-01-03,11:45:00,3635.37,3636.67,3635.37,3636.67,0,0
2006-01-03,11:50:00,3636.76,3637.07,3636.33,3636.54,0,0
2006-01-03,11:55:00,3636.39,3636.83,3635.68,3635.68,0,0
2006-01-03,12:00:00,3636.20,3637.13,3635.93,3636.95,0,0
2006-01-03,12:05:00,3636.49,3636.78,3635.14,3635.26,0,0
2006-01-03,12:10:00,3635.46,3635.63,3634.91,3635.63,0,0
2006-01-03,12:15:00,3635.98,3635.98,3634.66,3635.26,0,0
2006-01-03,12:20:00,3635.23,3635.43,3634.36,3634.36,0,0
2006-01-03,12:25:00,3634.19,3634.67,3633.87,3634.30,0,0
2006-01-03,12:30:00,3634.18,3634.46,3633.88,3634.22,0,0
2006-01-03,12:35:00,3634.47,3634.87,3634.06,3634.73,0,0
2006-01-03,12:40:00,3634.58,3635.10,3634.43,3635.01,0,0
2006-01-03,12:45:00,3635.01,3635.06,3634.29,3634.57,0,0
2006-01-03,12:50:00,3634.16,3634.22,3633.34,3634.05,0,0
2006-01-03,12:55:00,3634.16,3635.08,3634.16,3634.97,0,0
2006-01-03,13:00:00,3634.87,3635.06,3633.98,3634.14,0,0
2006-01-03,13:05:00,3634.35,3634.35,3633.53,3634.19,0,0
2006-01-03,13:10:00,3634.31,3634.95,3633.67,3634.95,0,0
2006-01-03,13:15:00,3634.84,3634.96,3633.58,3634.18,0,0
2006-01-03,13:20:00,3634.11,3634.27,3633.45,3634.09,0,0
2006-01-03,13:25:00,3634.40,3634.47,3633.81,3634.08,0,0
2006-01-03,13:30:00,3634.32,3634.97,3634.17,3634.69,0,0
2006-01-03,13:35:00,3634.88,3635.62,3634.58,3634.67,0,0
2006-01-03,13:40:00,3634.53,3635.11,3634.01,3634.16,0,0
2006-01-03,13:45:00,3634.07,3634.57,3633.84,3634.57,0,0
2006-01-03,13:50:00,3634.49,3634.71,3634.11,3634.34,0,0
2006-01-03,13:55:00,3634.30,3634.50,3633.92,3634.28,0,0
2006-01-03,14:00:00,3634.22,3637.00,3634.22,3637.00,0,0
2006-01-03,14:05:00,3637.26,3637.26,3635.88,3636.98,0,0
2006-01-03,14:10:00,3636.90,3637.14,3636.53,3637.05,0,0
2006-01-03,14:15:00,3637.31,3637.45,3635.24,3635.24,0,0
2006-01-03,14:20:00,3634.99,3635.14,3633.83,3633.83,0,0
2006-01-03,14:25:00,3633.76,3633.77,3631.98,3632.96,0,0
2006-01-03,14:30:00,3632.97,3634.11,3632.97,3633.97,0,0
2006-01-03,14:35:00,3633.66,3634.12,3633.23,3633.98,0,0
2006-01-03,14:40:00,3633.90,3635.40,3633.80,3635.24,0,0
2006-01-03,14:45:00,3634.90,3635.99,3634.90,3635.71,0,0
2006-01-03,14:50:00,3635.76,3636.73,3635.76,3636.30,0,0
2006-01-03,14:55:00,3636.78,3636.85,3635.83,3635.98,0,0
2006-01-03,15:00:00,3636.02,3636.39,3635.73,3635.81,0,0
2006-01-03,15:05:00,3636.26,3636.33,3635.06,3635.32,0,0
2006-01-03,15:10:00,3635.27,3635.80,3635.05,3635.79,0,0
2006-01-03,15:15:00,3635.90,3636.23,3634.47,3634.73,0,0
2006-01-03,15:20:00,3634.67,3634.95,3634.34,3634.81,0,0
2006-01-03,15:25:00,3634.72,3635.00,3634.06,3634.87,0,0
2006-01-03,15:30:00,3634.81,3634.89,3634.04,3634.23,0,0
2006-01-03,15:35:00,3634.01,3635.80,3633.27,3633.27,0,0
2006-01-03,15:40:00,3633.71,3633.71,3629.56,3629.56,0,0
2006-01-03,15:45:00,3629.87,3633.71,3629.87,3633.71,0,0
2006-01-03,15:50:00,3633.65,3633.72,3631.07,3631.97,0,0
2006-01-03,15:55:00,3631.80,3632.19,3629.59,3629.68,0,0
2006-01-03,16:00:00,3629.23,3630.25,3628.56,3630.25,0,0
2006-01-03,16:05:00,3630.16,3630.16,3623.29,3623.54,0,0
2006-01-03,16:10:00,3623.42,3625.34,3620.97,3621.58,0,0
2006-01-03,16:15:00,3621.38,3621.73,3616.88,3617.21,0,0
2006-01-03,16:20:00,3617.18,3621.09,3615.81,3621.09,0,0
2006-01-03,16:25:00,3621.12,3621.18,3615.59,3615.59,0,0
2006-01-03,16:30:00,3615.31,3615.45,3609.71,3611.20,0,0
2006-01-03,16:35:00,3611.13,3611.84,3604.16,3604.84,0,0
2006-01-03,16:40:00,3604.60,3604.60,3601.84,3602.59,0,0
2006-01-03,16:45:00,3602.93,3608.80,3602.93,3608.31,0,0
2006-01-03,16:50:00,3608.19,3610.76,3608.07,3610.76,0,0
2006-01-03,16:55:00,3610.63,3613.12,3610.61,3612.59,0,0
2006-01-03,17:00:00,3612.39,3613.70,3609.20,3610.05,0,0
2006-01-03,17:05:00,3610.58,3611.56,3608.14,3608.14,0,0
2006-01-03,17:10:00,3606.85,3608.09,3603.82,3608.09,0,0
2006-01-03,17:15:00,3608.31,3609.01,3606.02,3607.36,0,0
2006-01-03,17:20:00,3607.45,3610.81,3607.29,3610.62,0,0
2006-01-03,17:25:00,3610.39,3610.71,3608.88,3609.13,0,0
2006-01-03,17:30:00,3609.22,3614.34,3608.92,3614.34,0,0
2006-01-04,09:05:00,3615.23,3643.02,3615.23,3643.02,0,0
2006-01-04,09:10:00,3643.10,3650.67,3643.10,3649.53,0,0
2006-01-04,09:15:00,3649.23,3649.95,3648.23,3648.57,0,0
2006-01-04,09:20:00,3648.54,3649.06,3643.17,3643.17,0,0
2006-01-04,09:25:00,3642.76,3644.65,3641.84,3643.55,0,0
2006-01-04,09:30:00,3642.91,3645.55,3642.91,3645.55,0,0
2006-01-04,09:35:00,3645.58,3646.37,3643.83,3646.03,0,0
2006-01-04,09:40:00,3646.24,3648.08,3646.24,3647.15,0,0
2006-01-04,09:45:00,3646.88,3646.97,3644.89,3644.89,0,0
2006-01-04,09:50:00,3644.67,3644.93,3640.14,3640.50,0,0
2006-01-04,09:55:00,3640.49,3645.12,3640.46,3644.75,0,0
2006-01-04,10:00:00,3644.97,3645.07,3643.78,3644.73,0,0
2006-01-04,10:05:00,3643.96,3643.96,3641.03,3641.03,0,0
2006-01-04,10:10:00,3641.01,3642.59,3640.81,3641.63,0,0
2006-01-04,10:15:00,3641.45,3642.65,3641.19,3642.17,0,0
2006-01-04,10:20:00,3642.35,3644.91,3642.17,3644.36,0,0
2006-01-04,10:25:00,3644.42,3645.63,3644.42,3644.88,0,0
2006-01-04,10:30:00,3644.63,3644.63,3633.50,3633.50,0,0
2006-01-04,10:35:00,3631.82,3640.62,3631.82,3638.01,0,0
2006-01-04,10:40:00,3638.14,3638.32,3629.17,3634.36,0,0
2006-01-04,10:45:00,3633.36,3639.19,3633.36,3639.19,0,0
2006-01-04,10:50:00,3639.02,3641.15,3638.17,3640.68,0,0
2006-01-04,10:55:00,3640.64,3641.54,3638.83,3639.21,0,0
2006-01-04,11:00:00,3639.25,3639.25,3637.69,3637.69,0,0
2006-01-04,11:05:00,3636.17,3638.87,3636.17,3638.78,0,0
2006-01-04,11:10:00,3638.85,3640.32,3638.68,3640.32,0,0
2006-01-04,11:15:00,3640.54,3642.91,3640.26,3642.52,0,0
2006-01-04,11:20:00,3642.90,3642.90,3640.85,3641.09,0,0
2006-01-04,11:25:00,3641.28,3642.29,3641.28,3642.01,0,0
2006-01-04,11:30:00,3641.82,3643.98,3641.49,3643.75,0,0
2006-01-04,11:35:00,3643.92,3643.92,3642.68,3642.98,0,0
2006-01-04,11:40:00,3643.14,3643.35,3642.51,3642.51,0,0
2006-01-04,11:45:00,3642.70,3643.99,3642.70,3643.99,0,0
2006-01-04,11:50:00,3643.83,3644.44,3643.50,3644.19,0,0
2006-01-04,11:55:00,3644.29,3644.29,3642.54,3642.81,0,0
2006-01-04,12:00:00,3643.22,3643.22,3641.33,3641.54,0,0
2006-01-04,12:05:00,3642.65,3642.65,3640.57,3641.78,0,0
2006-01-04,12:10:00,3641.80,3642.10,3641.49,3641.96,0,0
2006-01-04,12:15:00,3641.88,3642.71,3641.55,3642.50,0,0
2006-01-04,12:20:00,3643.05,3643.05,3642.23,3642.23,0,0
2006-01-04,12:25:00,3642.65,3642.95,3642.28,3642.56,0,0
2006-01-04,12:30:00,3642.38,3643.88,3642.31,3643.15,0,0
2006-01-04,12:35:00,3642.76,3643.18,3641.90,3642.21,0,0
2006-01-04,12:40:00,3642.42,3642.65,3640.91,3640.97,0,0
2006-01-04,12:45:00,3640.90,3641.13,3640.12,3640.12,0,0
2006-01-04,12:50:00,3640.06,3640.68,3639.70,3640.65,0,0
2006-01-04,12:55:00,3640.67,3640.67,3639.95,3640.00,0,0
2006-01-04,13:00:00,3640.30,3641.58,3640.06,3641.56,0,0
2006-01-04,13:05:00,3641.69,3641.77,3640.98,3641.23,0,0
2006-01-04,13:10:00,3641.31,3641.83,3641.14,3641.42,0,0
2006-01-04,13:15:00,3641.28,3641.57,3640.76,3641.43,0,0
2006-01-04,13:20:00,3641.57,3642.21,3641.30,3641.88,0,0
2006-01-04,13:25:00,3641.56,3642.03,3640.82,3641.11,0,0
2006-01-04,13:30:00,3641.02,3641.86,3640.65,3641.27,0,0
2006-01-04,13:35:00,3641.08,3641.94,3640.90,3641.85,0,0
2006-01-04,13:40:00,3641.75,3641.98,3640.30,3640.30,0,0
2006-01-04,13:45:00,3640.68,3640.87,3639.91,3640.06,0,0
2006-01-04,13:50:00,3640.12,3640.55,3639.22,3640.26,0,0
2006-01-04,13:55:00,3640.17,3640.67,3639.65,3640.53,0,0
2006-01-04,14:00:00,3640.30,3640.61,3639.98,3640.43,0,0
2006-01-04,14:05:00,3640.57,3640.61,3639.91,3640.13,0,0
2006-01-04,14:10:00,3639.38,3640.44,3639.38,3640.44,0,0
2006-01-04,14:15:00,3640.44,3641.04,3640.14,3640.88,0,0
2006-01-04,14:20:00,3641.23,3641.88,3641.23,3641.25,0,0
2006-01-04,14:25:00,3641.12,3642.44,3640.99,3641.11,0,0
2006-01-04,14:30:00,3641.08,3642.03,3641.08,3641.83,0,0
2006-01-04,14:35:00,3641.74,3642.29,3641.46,3641.46,0,0
2006-01-04,14:40:00,3641.94,3642.67,3641.79,3642.28,0,0
2006-01-04,14:45:00,3642.20,3645.26,3642.15,3644.68,0,0
2006-01-04,14:50:00,3644.87,3644.87,3643.99,3644.01,0,0
2006-01-04,14:55:00,3644.11,3644.71,3643.79,3644.14,0,0
2006-01-04,15:00:00,3643.93,3644.16,3642.41,3642.72,0,0
2006-01-04,15:05:00,3642.94,3643.28,3641.93,3641.93,0,0
2006-01-04,15:10:00,3641.11,3642.10,3640.82,3641.95,0,0
2006-01-04,15:15:00,3642.04,3643.21,3642.04,3642.92,0,0
2006-01-04,15:20:00,3643.39,3645.28,3643.04,3645.20,0,0
2006-01-04,15:25:00,3644.93,3645.80,3644.70,3644.91,0,0
2006-01-04,15:30:00,3644.73,3645.21,3644.22,3644.63,0,0
2006-01-04,15:35:00,3644.76,3645.33,3643.34,3643.34,0,0
2006-01-04,15:40:00,3643.38,3643.88,3642.52,3643.69,0,0
2006-01-04,15:45:00,3644.21,3647.39,3644.21,3646.27,0,0
2006-01-04,15:50:00,3646.29,3647.62,3645.60,3646.55,0,0
2006-01-04,15:55:00,3646.63,3647.15,3644.01,3644.51,0,0
2006-01-04,16:00:00,3644.52,3645.80,3644.31,3645.23,0,0
2006-01-04,16:05:00,3645.10,3649.94,3645.10,3649.70,0,0
2006-01-04,16:10:00,3650.12,3650.36,3648.39,3650.36,0,0
2006-01-04,16:15:00,3650.49,3650.49,3648.34,3648.63,0,0
2006-01-04,16:20:00,3648.24,3650.80,3647.76,3648.35,0,0
2006-01-04,16:25:00,3648.48,3649.43,3648.17,3649.43,0,0
2006-01-04,16:30:00,3648.97,3649.12,3645.79,3646.03,0,0
2006-01-04,16:35:00,3644.91,3645.37,3643.86,3645.37,0,0
2006-01-04,16:40:00,3645.04,3645.74,3643.52,3644.90,0,0
2006-01-04,16:45:00,3644.13,3644.26,3642.15,3642.98,0,0
2006-01-04,16:50:00,3643.01,3644.60,3642.57,3644.48,0,0
2006-01-04,16:55:00,3644.60,3646.34,3644.60,3644.94,0,0
2006-01-04,17:00:00,3644.98,3646.21,3644.48,3644.48,0,0
2006-01-04,17:05:00,3644.48,3647.98,3644.47,3647.85,0,0
2006-01-04,17:10:00,3648.05,3648.82,3646.51,3647.94,0,0
2006-01-04,17:15:00,3647.41,3647.87,3646.48,3647.39,0,0
2006-01-04,17:20:00,3647.47,3649.41,3647.47,3649.25,0,0
2006-01-04,17:25:00,3649.93,3651.08,3649.45,3650.07,0,0
2006-01-04,17:30:00,3650.19,3652.46,3650.19,3652.46,0,0
2006-01-05,09:05:00,3652.19,3652.95,3646.92,3647.27,0,0
2006-01-05,09:10:00,3647.45,3650.00,3647.21,3647.97,0,0
2006-01-05,09:15:00,3647.86,3649.97,3647.39,3648.80,0,0
2006-01-05,09:20:00,3648.51,3648.60,3646.06,3646.91,0,0
2006-01-05,09:25:00,3646.59,3646.59,3645.38,3645.54,0,0
2006-01-05,09:30:00,3645.86,3649.39,3645.66,3649.34,0,0
2006-01-05,09:35:00,3648.90,3651.70,3648.85,3651.62,0,0
2006-01-05,09:40:00,3652.03,3652.22,3650.25,3650.25,0,0
2006-01-05,09:45:00,3649.93,3650.25,3647.69,3647.69,0,0
2006-01-05,09:50:00,3646.46,3647.01,3644.96,3645.25,0,0
2006-01-05,09:55:00,3645.81,3648.91,3645.78,3648.69,0,0
2006-01-05,10:00:00,3648.45,3649.70,3647.45,3647.93,0,0
2006-01-05,10:05:00,3648.40,3648.40,3647.25,3647.85,0,0
2006-01-05,10:10:00,3647.81,3648.99,3647.41,3648.13,0,0
2006-01-05,10:15:00,3646.13,3646.13,3643.42,3644.47,0,0
2006-01-05,10:20:00,3644.23,3644.38,3643.17,3643.30,0,0
2006-01-05,10:25:00,3643.59,3648.34,3643.59,3648.34,0,0
2006-01-05,10:30:00,3648.47,3649.35,3647.07,3647.22,0,0
2006-01-05,10:35:00,3647.35,3648.79,3646.80,3648.78,0,0
2006-01-05,10:40:00,3648.57,3649.05,3648.39,3648.69,0,0
2006-01-05,10:45:00,3649.09,3652.79,3649.09,3652.79,0,0
2006-01-05,10:50:00,3652.99,3654.05,3651.43,3652.09,0,0
2006-01-05,10:55:00,3652.25,3652.87,3651.64,3652.72,0,0
2006-01-05,11:00:00,3652.87,3652.91,3652.20,3652.51,0,0
2006-01-05,11:05:00,3652.53,3652.53,3648.55,3648.55,0,0
2006-01-05,11:10:00,3648.91,3649.59,3648.20,3649.59,0,0
2006-01-05,11:15:00,3649.41,3650.09,3649.16,3649.87,0,0
2006-01-05,11:20:00,3650.12,3650.84,3647.57,3647.79,0,0
2006-01-05,11:25:00,3647.45,3648.63,3647.45,3648.44,0,0
2006-01-05,11:30:00,3648.56,3648.93,3646.19,3647.31,0,0
2006-01-05,11:35:00,3646.93,3647.97,3646.93,3647.97,0,0
2006-01-05,11:40:00,3648.00,3650.81,3647.68,3650.24,0,0
2006-01-05,11:45:00,3650.36,3651.02,3649.81,3650.75,0,0
2006-01-05,11:50:00,3650.92,3651.56,3650.59,3651.28,0,0
2006-01-05,11:55:00,3651.27,3651.52,3651.00,3651.32,0,0
2006-01-05,12:00:00,3651.25,3652.43,3651.08,3652.16,0,0
2006-01-05,12:05:00,3651.59,3653.56,3651.59,3653.00,0,0
2006-01-05,12:10:00,3653.23,3653.25,3652.17,3652.44,0,0
2006-01-05,12:15:00,3652.32,3652.57,3650.23,3650.87,0,0
2006-01-05,12:20:00,3650.45,3651.24,3650.33,3650.87,0,0
2006-01-05,12:25:00,3650.73,3651.88,3650.43,3651.54,0,0
2006-01-05,12:30:00,3651.74,3653.73,3651.51,3652.23,0,0
2006-01-05,12:35:00,3652.01,3652.15,3651.58,3651.69,0,0
2006-01-05,12:40:00,3651.68,3652.07,3651.24,3651.47,0,0
2006-01-05,12:45:00,3651.28,3651.94,3651.08,3651.30,0,0
2006-01-05,12:50:00,3651.45,3652.15,3651.43,3652.15,0,0
2006-01-05,12:55:00,3652.08,3652.17,3651.60,3651.90,0,0
2006-01-05,13:00:00,3651.61,3651.95,3651.11,3651.95,0,0
2006-01-05,13:05:00,3651.88,3653.71,3651.60,3653.07,0,0
2006-01-05,13:10:00,3652.70,3656.32,3652.70,3655.70,0,0
2006-01-05,13:15:00,3655.73,3656.46,3655.53,3656.04,0,0
2006-01-05,13:20:00,3655.77,3656.16,3654.95,3655.46,0,0
2006-01-05,13:25:00,3655.34,3656.05,3655.02,3656.04,0,0
2006-01-05,13:30:00,3656.05,3656.32,3655.68,3656.04,0,0
2006-01-05,13:35:00,3655.83,3656.86,3655.60,3656.02,0,0
2006-01-05,13:40:00,3656.35,3656.35,3655.47,3655.54,0,0
2006-01-05,13:45:00,3655.80,3656.49,3655.47,3656.08,0,0
2006-01-05,13:50:00,3656.26,3656.88,3656.26,3656.66,0,0
2006-01-05,13:55:00,3656.75,3656.75,3653.71,3654.25,0,0
2006-01-05,14:00:00,3654.10,3654.10,3652.67,3653.03,0,0
2006-01-05,14:05:00,3652.73,3652.83,3651.40,3651.62,0,0
2006-01-05,14:10:00,3651.01,3652.14,3650.95,3652.13,0,0
2006-01-05,14:15:00,3652.02,3652.33,3651.57,3651.90,0,0
2006-01-05,14:20:00,3652.06,3652.35,3651.60,3652.29,0,0
2006-01-05,14:25:00,3652.01,3654.38,3651.88,3654.15,0,0
2006-01-05,14:30:00,3653.92,3654.34,3653.59,3654.07,0,0
2006-01-05,14:35:00,3653.67,3656.00,3653.31,3654.19,0,0
2006-01-05,14:40:00,3654.18,3654.43,3653.70,3654.19,0,0
2006-01-05,14:45:00,3653.98,3654.09,3653.33,3653.79,0,0
2006-01-05,14:50:00,3653.54,3654.80,3653.54,3654.20,0,0
